"Date","Hour","pm25_merra2","pm25_stations"
2023-01-01,0,7.2367131414565,NA
2023-01-01,1,8.26685492988388,NA
2023-01-01,2,8.16773775239753,NA
2023-01-01,3,7.6379163922433,NA
2023-01-01,4,7.08215258401271,NA
2023-01-01,5,6.29877853653981,11.0823529411765
2023-01-01,6,7.47734404420725,41.7941176470588
2023-01-01,7,8.03222220626512,42.6142857142857
2023-01-01,8,8.59770411206607,44.44375
2023-01-01,9,10.1756101810407,43.375
2023-01-01,10,10.9303011185456,38.6882352941176
2023-01-01,11,10.0352427847192,34.2058823529412
2023-01-01,12,8.05049922780893,34.9176470588235
2023-01-01,13,5.77069711533822,34.0529411764706
2023-01-01,14,5.36181772114208,34.1294117647059
2023-01-01,15,6.3917518739165,28.1647058823529
2023-01-01,16,6.82762585128981,20.6529411764706
2023-01-01,17,7.29373307788439,16.4647058823529
2023-01-01,18,8.7045144336419,13.7176470588235
2023-01-01,19,9.65658814319804,16.4294117647059
2023-01-01,20,11.6012683598927,20.7294117647059
2023-01-01,21,13.1868565112533,NA
2023-01-01,22,12.1188565710851,NA
2023-01-01,23,7.21462071957821,NA
2023-01-02,0,5.3406048872028,20.7764705882353
2023-01-02,1,4.71478309355123,20.5647058823529
2023-01-02,2,4.16318175371613,19.7294117647059
2023-01-02,3,4.10781432850654,15.6294117647059
2023-01-02,4,3.98113429856981,12.1529411764706
2023-01-02,5,3.89612801107943,13.4
2023-01-02,6,4.05061024967414,10.7058823529412
2023-01-02,7,4.14041581641531,10.8529411764706
2023-01-02,8,4.19005323010908,9.23529411764706
2023-01-02,9,4.43183721399805,9.71764705882353
2023-01-02,10,4.61201752704748,9.17058823529412
2023-01-02,11,4.99640190632537,8.11764705882353
2023-01-02,12,4.44168506570893,9.40588235294118
2023-01-02,13,3.60620295066438,12.3117647058824
2023-01-02,14,3.20789372955364,13.9294117647059
2023-01-02,15,3.56597674407699,14.8470588235294
2023-01-02,16,3.66825560876094,15.3588235294118
2023-01-02,17,4.18152490245654,16.1
2023-01-02,18,7.54158057418155,16.0352941176471
2023-01-02,19,9.02449721633902,16.6411764705882
2023-01-02,20,10.0016515628315,14.5647058823529
2023-01-02,21,11.3393052229811,25.3058823529412
2023-01-02,22,11.0298258852499,24.3352941176471
2023-01-02,23,8.83455228349983,24.4941176470588
2023-01-03,0,7.23971735822221,14.475
2023-01-03,1,6.02928264258006,13.65625
2023-01-03,2,5.03055688095839,14.2
2023-01-03,3,4.79758258666729,15.0647058823529
2023-01-03,4,4.69765836645163,15.8764705882353
2023-01-03,5,4.4349136511558,9.54117647058824
2023-01-03,6,4.44486674125796,12.5470588235294
2023-01-03,7,4.35346403822031,12.3235294117647
2023-01-03,8,3.90954763537572,11.9941176470588
2023-01-03,9,3.95159070327739,9.82352941176471
2023-01-03,10,3.86154092971383,11.3235294117647
2023-01-03,11,3.61648544030308,12.3764705882353
2023-01-03,12,3.27500685885854,12.8176470588235
2023-01-03,13,2.67956312109703,15.9764705882353
2023-01-03,14,2.29835377935325,17.9529411764706
2023-01-03,15,4.53182044129614,18.0352941176471
2023-01-03,16,4.37977826396549,17.0411764705882
2023-01-03,17,4.03533848946035,14.26875
2023-01-03,18,3.97526778632644,10.8117647058824
2023-01-03,19,4.284201767447,9.58235294117647
2023-01-03,20,4.64945272423289,8.25294117647059
2023-01-03,21,5.61129854325298,13.8352941176471
2023-01-03,22,6.73930918254306,15.2117647058824
2023-01-03,23,5.8313424512586,14.2294117647059
2023-01-04,0,5.57997973411866,8.75882352941176
2023-01-04,1,5.43995196424336,9.15294117647059
2023-01-04,2,5.17623253564118,9.31176470588235
2023-01-04,3,5.52404319469441,9.88823529411765
2023-01-04,4,5.70755516439149,9.37058823529412
2023-01-04,5,5.30577179780913,16.225
2023-01-04,6,5.29362470224432,9.71176470588235
2023-01-04,7,5.26502990544997,9.97058823529412
2023-01-04,8,4.99030920365628,8.11176470588235
2023-01-04,9,5.19323166028362,8.37058823529412
2023-01-04,10,5.51771361831788,8.27058823529412
2023-01-04,11,5.55739440588498,7.95882352941176
2023-01-04,12,4.5150161287135,11.2117647058824
2023-01-04,13,2.97174659893109,14.5941176470588
2023-01-04,14,2.36310142590341,12.525
2023-01-04,15,2.20167457159404,12.6176470588235
2023-01-04,16,2.06147776381698,12.1176470588235
2023-01-04,17,2.10789084952429,12.9470588235294
2023-01-04,18,3.12107763763153,14.06875
2023-01-04,19,3.69342542217443,16.6941176470588
2023-01-04,20,5.30822621653029,15.9125
2023-01-04,21,6.51846410307456,8.35294117647059
2023-01-04,22,7.19888296086649,7.37058823529412
2023-01-04,23,5.37900994357205,9.53529411764706
2023-01-05,0,4.77098193390205,18.7733333333333
2023-01-05,1,4.46992021283349,18.91875
2023-01-05,2,4.11340169940956,18.5375
2023-01-05,3,4.22400820514035,18.08125
2023-01-05,4,4.22890961099982,16.53125
2023-01-05,5,4.13400127137448,21.9875
2023-01-05,6,4.45161599339137,17.01875
2023-01-05,7,4.83779970944942,16.46875
2023-01-05,8,5.09039826495788,16.9933333333333
2023-01-05,9,6.27461911052433,15.46875
2023-01-05,10,8.42850780625799,12.675
2023-01-05,11,10.4624071876505,12.9125
2023-01-05,12,11.8147520317116,14.925
2023-01-05,13,10.1040643644207,14.9
2023-01-05,14,8.69790710115245,14.16875
2023-01-05,15,9.47270319262536,14.4235294117647
2023-01-05,16,8.30544878625472,13.9176470588235
2023-01-05,17,7.83708732854532,15.5
2023-01-05,18,7.54204516067883,13.84375
2023-01-05,19,7.67071148185671,15.1588235294118
2023-01-05,20,8.01464214769354,15.3058823529412
2023-01-05,21,9.84739879557612,18.7117647058824
2023-01-05,22,10.663465889124,16.5
2023-01-05,23,9.74681683487679,17.5882352941176
2023-01-06,0,9.18073586892398,15.6294117647059
2023-01-06,1,8.60371045698317,17.3
2023-01-06,2,8.04789471359203,19.7235294117647
2023-01-06,3,7.86985256886613,20.2352941176471
2023-01-06,4,7.66777152767405,23.1235294117647
2023-01-06,5,7.29611934971549,13.2705882352941
2023-01-06,6,7.1812855959365,23.0411764705882
2023-01-06,7,7.44856625214637,22.2411764705882
2023-01-06,8,7.51099556822955,19.1647058823529
2023-01-06,9,7.7600928140498,17.3470588235294
2023-01-06,10,8.20260991437192,15.5294117647059
2023-01-06,11,8.20725647972385,16.9235294117647
2023-01-06,12,6.45820012403897,20.6647058823529
2023-01-06,13,4.59543219708311,22.0411764705882
2023-01-06,14,3.82462580363492,25.2
2023-01-06,15,6.42582477417688,28.2470588235294
2023-01-06,16,5.74435279955854,29.80625
2023-01-06,17,5.39011906090237,27.1666666666667
2023-01-06,18,6.06655433520035,25.375
2023-01-06,19,6.0869687371919,21.9823529411765
2023-01-06,20,6.32628980626997,25.5875
2023-01-06,21,6.97874325645933,14.6588235294118
2023-01-06,22,8.5780470843255,14.7647058823529
2023-01-06,23,7.74635822945565,17.3470588235294
2023-01-07,0,7.32249342838316,22.8411764705882
2023-01-07,1,6.49515931970774,19.6058823529412
2023-01-07,2,5.85119014629859,16.3764705882353
2023-01-07,3,5.76094145063386,13.5058823529412
2023-01-07,4,5.37674832801785,13.1235294117647
2023-01-07,5,4.92867343660253,17.5823529411765
2023-01-07,6,4.83361227145504,13.9411764705882
2023-01-07,7,5.45329248768025,13.6411764705882
2023-01-07,8,5.3035822849184,11.8882352941176
2023-01-07,9,5.11257835285355,10.8235294117647
2023-01-07,10,5.4164394958004,8.71764705882353
2023-01-07,11,5.99955406233988,8.38823529411765
2023-01-07,12,6.01569980690029,8.96470588235294
2023-01-07,13,4.50677202239402,9.13529411764706
2023-01-07,14,3.81027986156814,10.4941176470588
2023-01-07,15,7.10937652158362,9.73529411764706
2023-01-07,16,6.40847334547336,8.84705882352941
2023-01-07,17,6.23119605474759,11.6941176470588
2023-01-07,18,6.08389470809762,12.5235294117647
2023-01-07,19,6.44795792630776,13.8764705882353
2023-01-07,20,7.15516950796198,15.8882352941176
2023-01-07,21,9.42930853527236,22.875
2023-01-07,22,8.76966945726154,22.5470588235294
2023-01-07,23,7.1882629655289,20.2529411764706
2023-01-08,0,6.3172032225423,18.7411764705882
2023-01-08,1,5.90246151273367,22.1647058823529
2023-01-08,2,5.67881603038071,20.9529411764706
2023-01-08,3,5.93710675703195,21.1882352941176
2023-01-08,4,6.39254452271872,19.5117647058824
2023-01-08,5,6.15657877017133,6.75882352941176
2023-01-08,6,6.0140069772498,16.1705882352941
2023-01-08,7,5.65094187606927,15.1529411764706
2023-01-08,8,5.17182086652894,14.0588235294118
2023-01-08,9,5.16966309164193,14.9705882352941
2023-01-08,10,5.22145010541111,14.7941176470588
2023-01-08,11,5.15329776394482,15.1352941176471
2023-01-08,12,3.91966552217685,14.0705882352941
2023-01-08,13,2.77327879436898,10.5
2023-01-08,14,2.32339685013215,11.2
2023-01-08,15,3.36277290951581,9.65882352941176
2023-01-08,16,2.62342219723908,8.44705882352941
2023-01-08,17,2.44449948387138,7.91764705882353
2023-01-08,18,2.67107473620991,6.31176470588235
2023-01-08,19,2.88343140871628,5.36470588235294
2023-01-08,20,3.10077093534635,5.11764705882353
2023-01-08,21,3.31934955078693,15.0588235294118
2023-01-08,22,3.60186008063751,18.0941176470588
2023-01-08,23,3.84666176250119,19.3176470588235
2023-01-09,0,4.17020802461074,5.54705882352941
2023-01-09,1,4.52254207734732,5.94705882352941
2023-01-09,2,4.64398737140265,6.77058823529412
2023-01-09,3,4.74594454652367,7.19411764705882
2023-01-09,4,4.90158160531419,5.68823529411765
